"variable","label","tipo","niveles","n_categorias","n_missings","perc_missings","minimo","maximo","media","mediana","sd","iqr","primera_fecha","ultima_fecha"
"g53_1_C_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Helminthosporiosis o Mancha Parda","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_C_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Helminthosporiosis o Mancha Parda","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_C_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Helminthosporiosis o Mancha Parda","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_C_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Helminthosporiosis o Mancha Parda","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_C_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Helminthosporiosis o Mancha Parda","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_D_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Escaldado de la hoja","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_D_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Escaldado de la hoja","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_D_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Escaldado de la hoja","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_D_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Escaldado de la hoja","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_D_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Escaldado de la hoja","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_D_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Escaldado de la hoja","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_D_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Escaldado de la hoja","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_E_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Cercosporiosis o mancha lineal o estrecha","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_E_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Cercosporiosis o mancha lineal o estrecha","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_E_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Cercosporiosis o mancha lineal o estrecha","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_E_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Cercosporiosis o mancha lineal o estrecha","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_E_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Cercosporiosis o mancha lineal o estrecha","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_E_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Cercosporiosis o mancha lineal o estrecha","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_E_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Cercosporiosis o mancha lineal o estrecha","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_F_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Mancha café de la vaina/Pudrición de la vaina","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_F_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Mancha café de la vaina/Pudrición de la vaina","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_F_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Mancha café de la vaina/Pudrición de la vaina","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_F_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Mancha café de la vaina/Pudrición de la vaina","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_F_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Mancha café de la vaina/Pudrición de la vaina","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_F_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Mancha café de la vaina/Pudrición de la vaina","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_F_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Mancha café de la vaina/Pudrición de la vaina","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_G_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición café de la vaina/ mal del pie","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_G_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición café de la vaina/ mal del pie","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_G_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición café de la vaina/ mal del pie","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_G_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición café de la vaina/ mal del pie","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_G_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición café de la vaina/ mal del pie","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_G_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición café de la vaina/ mal del pie","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_G_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición café de la vaina/ mal del pie","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_H_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Manchado de grano","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_H_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Manchado de grano","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_H_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Manchado de grano","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_H_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Manchado de grano","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_H_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Manchado de grano","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_H_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Manchado de grano","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_H_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Manchado de grano","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_I_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la hoja blanca","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_I_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la hoja blanca","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_I_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la hoja blanca","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_I_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la hoja blanca","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_I_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la hoja blanca","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_I_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la hoja blanca","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_I_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la hoja blanca","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_J_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la necrosis rayada o 'Entorchamiento'","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_J_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la necrosis rayada o 'Entorchamiento'","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_J_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la necrosis rayada o 'Entorchamiento'","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_J_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la necrosis rayada o 'Entorchamiento'","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_J_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la necrosis rayada o 'Entorchamiento'","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_J_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la necrosis rayada o 'Entorchamiento'","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_J_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Virus de la necrosis rayada o 'Entorchamiento'","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_K_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la panícula","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_K_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la panícula","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_K_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la panícula","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_K_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la panícula","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_K_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la panícula","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_K_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la panícula","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_K_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la panícula","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_L_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición bacterial de la vaina del arroz","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_L_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición bacterial de la vaina del arroz","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_L_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición bacterial de la vaina del arroz","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_L_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición bacterial de la vaina del arroz","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_L_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición bacterial de la vaina del arroz","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_L_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición bacterial de la vaina del arroz","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_L_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudrición bacterial de la vaina del arroz","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_M_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano blanco","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_M_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano blanco","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_M_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano blanco","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_M_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano blanco","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_M_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano blanco","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_M_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano blanco","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_M_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano blanco","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_N_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano rojo","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_N_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano rojo","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_N_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano rojo","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_N_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano rojo","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_N_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano rojo","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_N_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano rojo","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_N_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Gusano rojo","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_O_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudenta o chinche","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_O_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudenta o chinche","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_O_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudenta o chinche","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_O_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudenta o chinche","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_O_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudenta o chinche","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_O_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudenta o chinche","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_O_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Pudenta o chinche","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_P_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Taladrador","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_P_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Taladrador","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_P_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Taladrador","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_P_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Taladrador","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_P_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Taladrador","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_P_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Taladrador","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_P_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Taladrador","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_Q_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Tijereta","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_Q_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Tijereta","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_Q_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Tijereta","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_Q_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Tijereta","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_Q_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Tijereta","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_Q_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Tijereta","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_Q_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Tijereta","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_R_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Rosquilla","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_R_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Rosquilla","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_R_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Rosquilla","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_R_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Rosquilla","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_R_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Rosquilla","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_R_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Rosquilla","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_R_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Rosquilla","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_7_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  NS/NR","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_7_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  NS/NR","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_7_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  NS/NR","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_7_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  NS/NR","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_7_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  NS/NR","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_7_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  NS/NR","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_7_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  NS/NR","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_S_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Otro, especifique","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_S_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Otro, especifique","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_S_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Otro, especifique","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_S_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Otro, especifique","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_S_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Otro, especifique","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_S_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Otro, especifique","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_S_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Otro, especifique","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1a_1"," ""G53.1 Otra plaga y/enfermedad""","character",,,92,26.0623229461756,,,,,,,,
"g53_1a_2"," ""G53.1 Otra plaga y/enfermedad""","character",,,194,54.957507082153,,,,,,,,
"g53_1a_3"," ""G53.1 Otra plaga y/enfermedad""","character",,,284,80.4532577903683,,,,,,,,
"g53_1a_4"," ""G53.1 Otra plaga y/enfermedad""","character",,,331,93.7677053824363,,,,,,,,
"g53_1a_5"," ""G53.1 Otra plaga y/enfermedad""","character",,,343,97.1671388101983,,,,,,,,
"g53_1a_6"," ""G53.1 Otra plaga y/enfermedad""","character",,,350,99.1501416430595,,,,,,,,
"g53_1a_7"," ""G53.1 Otra plaga y/enfermedad""","character",,,352,99.7167138810198,,,,,,,,
"g54_1","G54 El producto lo aplicó?","factor","(1) Antes de la siembra, (2) Antes de la emergencia , (3) Después de la siembra, (4) Después de la emergencia",4,90,25.4957507082153,,,,,,,,
