a10,id_lote_g6,g7_1,g10_1,g10_2,g10_3,g10_4,g10_5,g10_c_1,g10_c_2,g10_c_3,g10_c_4,g10_c_5,g9_1,g9_2,g9_3,g9_4,g9_5,g12_c_1,g12_c_2,g12_c_3,g12_c_4,g12_c_5,g12_u_1,g12_u_2,g12_u_3,g12_u_4,g12_u_5,g12_ua_1,g12_ua_2,g12_ua_3,g12_ua_4,g12_ua_5,g12_1_1,g12_1_2,g12_1_3,g12_1_4,g12_1_5,K2O_1,K2O_2,K2O_3,K2O_4,K2O_5,Ntotal_1,Ntotal_2,Ntotal_3,Ntotal_4,Ntotal_5,Namoniacal_1,Namoniacal_2,Namoniacal_3,Namoniacal_4,Namoniacal_5,Nnitrico_1,Nnitrico_2,Nnitrico_3,Nnitrico_4,Nnitrico_5,Nureico_1,Nureico_2,Nureico_3,Nureico_4,Nureico_5,P2O5_1,P2O5_2,P2O5_3,P2O5_4,P2O5_5,Tipo_Nivel_0_1,Tipo_Nivel_0_2,Tipo_Nivel_0_3,Tipo_Nivel_0_4,Tipo_Nivel_0_5,Tipo_Nivel_1_1,Tipo_Nivel_1_2,Tipo_Nivel_1_3,Tipo_Nivel_1_4,Tipo_Nivel_1_5,Tipo_Nivel_2_1,Tipo_Nivel_2_2,Tipo_Nivel_2_3,Tipo_Nivel_2_4,Tipo_Nivel_2_5,Tipo_Fertilizacion_1,Tipo_Fertilizacion_2,Tipo_Fertilizacion_3,Tipo_Fertilizacion_4,Tipo_Fertilizacion_5,Marca_1,Marca_2,Marca_3,Marca_4,Marca_5,row,cantidad_litros_ha_1,cantidad_litros_ha_2,cantidad_litros_ha_3,cantidad_litros_ha_4,cantidad_litros_ha_5,cantidad_kilos_ha_1,cantidad_kilos_ha_2,cantidad_kilos_ha_3,cantidad_kilos_ha_4,cantidad_kilos_ha_5,ax_2,a11,a12,a12a,a13,f4_1,f5_1,_merge
MR9041,1,4,casuman,nitroxtend,,,,Kasumin,NITRO XTEND® 46 N,,,,1,2,,,,3,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,Bactericida,,,,,Agroquimico,,,,,Agroquimico,,,,,Agroquimico,,,,,UPL,,,,,4,,,,,,150,50,,,,El Olvido,Tolima,PURIFICACIÓN,,73585012,Fedearroz 2020,2.2,Matched (3)
MR9042,1,1,181818,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,Las Brisas,Tolima,PURIFICACIÓN,,73585005,Tana,.58,Matched (3)
MR9042,1,2,181818,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,150,,,,,Las Brisas,Tolima,PURIFICACIÓN,,73585005,Tana,.58,Matched (3)
MR9042,1,3,181818,,,,,Triple 18,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,100,,,,,Las Brisas,Tolima,PURIFICACIÓN,,73585005,Tana,.58,Matched (3)
MR9043,1,1,181818,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,El Encanto,Tolima,SALDAÑA,,73671012,Tana,3,Matched (3)
MR9044,1,1,181818,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,La limera,Tolima,SALDAÑA,,99,Fedearroz 2020,10,Matched (3)
MR9044,1,2,181818,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,150,,,,,La limera,Tolima,SALDAÑA,,99,Fedearroz 2020,10,Matched (3)
MR9044,1,3,cloruro,potasio,,,,KCl,PotaZinc,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,100,50,,,,La limera,Tolima,SALDAÑA,,99,Fedearroz 2020,10,Matched (3)
MR9045,1,1,181818,maxil,urea,,,Triple 18,Maxil WP,Urea,,,1,2,3,,,3,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,,0,,,18,,46,,,7,,0,,,0,,0,,,11,,46,,,18,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,NUTRIMON,,,1,,,,,,150,50,50,,,Buena Vista,Tolima,SALDAÑA,,73671001,Tana,10,Matched (3)
MR9045,1,2,activa3,sulfato,maxil,,,Balance Mix - Active 3,Sulfato de Amonio,Maxil WP,,,1,2,3,,,2,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,100,50,50,,,Buena Vista,Tolima,SALDAÑA,,73671001,Tana,10,Matched (3)
MR9045,1,3,nitroxtend,colcali,nitrabord,,,NITRO XTEND® 46 N,KORN KALI + B,Nitrabor,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,,0,,,,,15.4,,,,,1.3,,,,,14.1,,,,,0,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,3,,,,,,50,50,50,,,Buena Vista,Tolima,SALDAÑA,,73671001,Tana,10,Matched (3)
MR9046,1,1,181818,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,La bandera,Tolima,SALDAÑA,,73671011,Tana,1,Matched (3)
MR9046,1,2,181818,,,,,Triple 18,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,100,,,,,La bandera,Tolima,SALDAÑA,,73671011,Tana,1,Matched (3)
MR9046,1,3,nitroxtend,,,,,NITRO XTEND® 46 N,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,100,,,,,La bandera,Tolima,SALDAÑA,,73671011,Tana,1,Matched (3)
MR9046,1,4,potacio,urea,,,,PotaZinc,Urea,,,,1,2,,,,1.166666666666667,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,4,,,,,,58.333332,50,,,,La bandera,Tolima,SALDAÑA,,73671011,Tana,1,Matched (3)
MR9046,1,5,sulfato,,,,,Sulfato de Amonio,,,,,1,,,,,1,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,50,,,,,La bandera,Tolima,SALDAÑA,,73671011,Tana,1,Matched (3)
MR9047,1,1,181818,urea,,,,Triple 18,Urea,,,,1,2,,,,5,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,0,,,,18,46,,,,7,0,,,,0,0,,,,11,46,,,,18,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,1,,,,,,250,50,,,,El Granadillo,Tolima,SALDAÑA,,73671012,Fedearroz 67,5,Matched (3)
MR9047,1,2,181818,urea,,,,Triple 18,Urea,,,,1,2,,,,5,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,0,,,,18,46,,,,7,0,,,,0,0,,,,11,46,,,,18,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,2,,,,,,250,50,,,,El Granadillo,Tolima,SALDAÑA,,73671012,Fedearroz 67,5,Matched (3)
MR9047,1,3,nitroextend,urea,,,,NITRO XTEND® 46 N,Urea,,,,1,2,,,,3,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,3,,,,,,150,50,,,,El Granadillo,Tolima,SALDAÑA,,73671012,Fedearroz 67,5,Matched (3)
MR9047,1,4,etapa 3,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,150,,,,,El Granadillo,Tolima,SALDAÑA,,73671012,Fedearroz 67,5,Matched (3)
MR9048,1,1,181818,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,Parcela 70,Tolima,SALDAÑA,,99,Fedearroz 2020,4,Matched (3)
MR9048,1,2,urea,kcl,sulfato,,,Urea,KCl,Sulfato de Amonio,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,50,50,50,,,Parcela 70,Tolima,SALDAÑA,,99,Fedearroz 2020,4,Matched (3)
MR9048,1,3,urea,ferticros desarrollo,sulfazinc,,,Urea,Ferticrop Arroz Desarrollo,SulfaZinc,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,0,,,46,,0,,,0,,0,,,0,,0,,,46,,0,,,0,,3.08,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,MINERALES EXCLUSIVOS,,,3,,,,,,50,50,50,,,Parcela 70,Tolima,SALDAÑA,,99,Fedearroz 2020,4,Matched (3)
MR9048,1,4,amida,fertidesarrollo,,,,YaraVera AMIDAS,Fertidesarrollo,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,4,,,,,,100,50,,,,Parcela 70,Tolima,SALDAÑA,,99,Fedearroz 2020,4,Matched (3)
NR10001,1,1,esriercol de hormiga,,,,,Estiercol de hormiga,,,,,1,,,,,5,,,,,Litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,lote 1,Tolima,PURIFICACIÓN,,73585012,Fedearroz ibis,2,Matched (3)
NR10002,1,1,triple 18,nitroesten,sulfato,,,Triple 18,NITRO XTEND® 46 N,Sulfato de Amonio,,,1,2,3,,,5,5,4,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,250,250,200,,,parcela 61,Tolima,SALDAÑA,,73671006,Tucano,4,Matched (3)
NR10002,1,2,nitrorsten,sulfato,triplr 18,,,NITRO XTEND® 46 N,Sulfato de Amonio,Triple 18,,,1,2,3,,,5,4,5,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,2,,,,,,250,200,250,,,parcela 61,Tolima,SALDAÑA,,73671006,Tucano,4,Matched (3)
NR10002,1,3,crecer 500,sinetre,,,,Microfertiza Crecer 500,SYNestress,,,,1,2,,,,2,4,,,,Kilos,Litros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,,2,,,,,parcela 61,Tolima,SALDAÑA,,73671006,Tucano,4,Matched (3)
NR10002,1,4,tercer estad9,nitroesten,cloruro,,,AGRO TERCER ESTADO 24-0-17,NITRO XTEND® 46 N,KCl,,,1,2,3,,,1,5,4,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,50,250,200,,,parcela 61,Tolima,SALDAÑA,,73671006,Tucano,4,Matched (3)
NR10003,1,1,ferti 18,,,,,Nitrosoil Ferti-18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,3.5,,,,,0,,,,,14.5,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NITROSOIL,,,,,1,,,,,,150,,,,,la tigrera,Tolima,PURIFICACIÓN,,73585003,Fedearroz ibis,24,Matched (3)
NR10003,1,2,triple 15,sulfato se amonio,nitravor,nitro esten,,Triple 15,Sulfato de Amonio,Nitrabor,NITRO XTEND® 46 N,,1,2,3,4,,.83,.83,.83,.83,,Bultos,Bultos,Bultos,Bultos,,,,,,,50,50,50,50,,15,,0,,,15,,15.4,,,10.3,,1.3,,,4.7,,14.1,,,0,,0,,,15,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,YARA,,,2,,,,,,41.5,41.5,41.5,41.5,,la tigrera,Tolima,PURIFICACIÓN,,73585003,Fedearroz ibis,24,Matched (3)
