,ID,DDE,Apli_Event,Index,Sow_Area,ModNamProd,Fert_Quant,Unit,Other_uni,Equiv_uni,K2O,Ntotal,Namoniacal,Nnitrico,Nureico,P2O5,Fert,Fert_type,Fert_type2,Qtity_L_ha,Qtity_Kl_ha,Location_1,Location_2,Variety,,,
700,ES1036,24,2,1,6,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
702,ES1036,24,2,3,6,DAP 18-46-0,0.5,5,NA,50,0,18,18,0,0,46,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
705,ES1036,36,3,3,6,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
706,ES1036,36,3,4,6,DAP 18-46-0,0.5,5,NA,50,0,18,18,0,0,46,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
709,ES1036,48,4,3,6,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
710,ES1036,48,4,4,6,DAP 18-46-0,0.5,5,NA,50,0,18,18,0,0,46,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
717,ES1037,18,2,4,23,Kieserita,0.5,5,NA,50,0,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,4,,,
807,ES1050,12,1,5,40,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,2,8,,,
914,ES1060,32,4,2,1,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,15,1,,,
915,ES1060,32,4,3,1,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,15,1,,,
936,ES1062,30,3,2,7,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,15,3,,,
937,ES1062,30,3,3,7,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,15,3,,,
954,ES1064,65,4,2,8,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,15,3,,,
955,ES1064,65,4,3,8,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,15,3,,,
956,ES1064,70,5,1,8,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,15,3,,,
967,ES1065,60,4,2,12,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,15,5,,,
968,ES1065,60,4,3,12,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,15,5,,,
988,ES1068,30,1,3,30,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,6,5,,,
1028,ES1072,32,3,3,9,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,8,,,
1034,ES1073,20,2,2,10,DAP 18-46-0,0.5,5,NA,50,0,18,18,0,0,46,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,8,,,
1038,ES1073,30,3,3,10,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,8,,,
1041,ES1073,45,4,3,10,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,8,,,
1073,ES1076,15,1,3,18,Oxical Mg,0.5,5,NA,50,4,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
1077,ES1076,38,3,1,18,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
1080,ES1076,45,4,1,18,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
1086,ES1077,18,2,2,13,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
1087,ES1077,18,2,3,13,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
1090,ES1077,32,3,2,13,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
1097,ES1077,63,5,3,13,Kieserita,0.5,5,NA,50,0,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
1099,ES1077,7,1,2,13,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
1100,ES1077,7,1,3,13,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
1116,ES1078,7,1,2,5,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,6,,,
1117,ES1078,7,1,3,5,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,6,,,
1121,ES1080,18,2,3,8,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,6,,,
1122,ES1080,18,2,4,8,Fertilizante menores,25,1,NA,NA,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,6,,,
1133,ES1080,7,1,3,8,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,6,,,
1134,ES1080,7,1,4,8,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,6,,,
1146,ES1081,5,1,3,13,Azufre 720,1,5,NA,25,0,0,0,0,0,0,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,25,1,11,11,,,
1264,GV5021,18,2,3,11,DAP 18-46-0,25,1,NA,NA,0,18,18,0,0,46,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,1,1,,,
1265,GV5021,18,2,4,11,Cloruro de Potasio,25,1,NA,25,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,1,1,,,
1398,LG8021,30,2,1,0.3,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,14,,,
1399,LG8021,30,2,2,0.3,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,14,,,
1401,LG8021,80,4,1,0.3,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,14,,,
1410,LG8023,15,1,3,3,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,14,,,
1414,LG8023,35,2,3,3,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,14,,,
1522,LG8039,23,1,1,0.25,Triple 18,0.5,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,1,,,
1523,LG8039,23,1,2,0.25,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,1,,,
1526,LG8039,60,3,1,0.25,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,1,,,
1571,LG8046,20,1,1,1,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,14,14,,,
1611,LG8051,15,1,2,11,Nitro Xtend XP 46N,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,1,,,
1612,LG8051,15,1,3,11,Korn-Kali B,0.5,5,NA,50,40,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,1,,,
1618,LG8051,45,3,3,11,Sol Mag,0.5,5,NA,50,0,0,0,0,0,4,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,1,,,
1692,MR9004,15,1,2,5,Agrimins Granulado,0.5,5,NA,50,0,8,1,0,7,5,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,12,7,,,
1694,MR9004,30,2,2,5,Potazinc,0.5,5,NA,50,3,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,12,7,,,
1696,MR9004,30,2,4,5,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,12,7,,,
1698,MR9004,45,3,2,5,Potazinc,0.5,5,NA,50,3,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,12,7,,,
1699,MR9004,45,3,3,5,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,12,7,,,
1716,MR9006,35,2,3,5,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,7,,,
1748,MR9012,25,1,2,0.25,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,8,,,
1750,MR9012,37,2,2,0.25,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,8,,,
1753,MR9012,62,4,1,0.25,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,8,,,
1754,MR9012,62,4,2,0.25,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,8,,,
1856,MR9029,27,2,2,15.75,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,7,,,
2177,NR10031,31,2,4,5.85,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,10,,,
2179,NR10031,45,3,2,5.85,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,10,,,
2219,NR10036,30,2,2,1,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,14,7,,,
2220,NR10036,30,2,3,1,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,14,7,,,
2231,NR10038,10,1,3,18,Siliphos Balance,0.5,5,NA,50,0,0,0,0,0,12,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,7,,,
2236,NR10038,45,3,3,18,Sol Mag,0.5,5,NA,50,0,0,0,0,0,4,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,13,7,,,
2358,RS3022,30,2,2,4,Nitro Xtend XP 46N,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,7,7,,,
2361,RS3022,60,4,2,4,Nitro Xtend XP 46N,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,7,7,,,
2411,RS3029,19,2,2,8,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,11,7,,,
2412,RS3029,19,2,3,8,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,11,7,,,
2436,RS3031,40,3,2,16,Sulfato de amonio 21-0-0-24,25,1,NA,NA,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
2437,RS3031,40,3,3,16,Cloruro de Potasio,25,1,NA,NA,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
2438,RS3031,40,3,4,16,sikafor,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,9,1,,,
2440,RS3031,55,4,2,16,Cloruro de Potasio,25,1,NA,NA,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
2441,RS3031,55,4,3,16,Magnerita K,25,1,NA,NA,3,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,1,,,
2465,RS3033,65,4,1,10,Urea,0.5,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,5,9,,,
2547,RS3042,50,3,4,5,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,10,1,,,
2550,RS3042,65,4,3,5,Sulfato de amonio 21-0-0-24,0.5,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,10,1,,,
2741,RS3059,70,5,1,9,Nitrabor,1,5,NA,25,0,15.4,1.3,14.1,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,1,1,,,
2748,RS3060,45,2,3,20,Fosforo,0.5,5,NA,50,0,0,0,0,0,26,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,3,5,,,
2753,RS3060,70,4,3,20,Potazinc,0.5,5,NA,50,3,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,3,5,,,
2785,RS3064,37,2,3,7,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,10,3,,,
2786,RS3064,37,2,4,7,Fertilizante menores,0.5,5,NA,50,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,10,3,,,
2800,RS3065,30,2,2,12,Fosforo,0.5,5,NA,50,0,0,0,0,0,26,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,10,20,,,
2809,RS3066,12,1,3,7.5,Fertilizante menores,25,1,bolsa de 25 kilos,25,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,9,15,,,
2826,RS3067,30,3,3,7,Cloruro de Potasio,0.5,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,25,1,11,16,,,
1301,LG8004,46,3,1,32,Urea,0.59,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,29.5,1,14,3,,,
1298,LG8004,15,1,1,32,Disan Inicio 12-24-12-4(S),0.6,5,NA,50,12,12,12,0,0,24,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,30,1,14,3,,,
666,ES1033,30,1,1,5,Urea,0.5,5,NA,62.5,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,31.25,1,9,1,,,
1677,LG8061,65,4,1,80,Nitrabor,0.625,5,NA,50,0,15.4,1.3,14.1,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,31.25,1,12,7,,,
1678,LG8061,65,4,2,80,Produccion,0.625,5,NA,50,18,17,10.4,6.6,0,6,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,31.25,1,12,7,,,
1679,LG8061,65,4,3,80,Llenado de Grano,0.625,5,NA,50,10.17,7.63,0,0,0,0,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,31.25,1,12,7,,,
1303,LG8004,46,3,3,32,Sulfato de amonio 21-0-0-24,0.65,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,32.5,1,14,3,,,
1304,LG8004,60,4,1,32,Cloruro de Potasio,0.7,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,35,1,14,3,,,
1617,LG8051,45,3,2,11,Nitro Xtend XP 46N,0.73,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,36.5,1,13,1,,,
680,ES1033,90,5,1,5,Nitro Xtend XP 46N,0.78,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,39,1,9,1,,,
667,ES1033,30,1,2,5,Nitro Xtend XP 46N,1,5,NA,40,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,9,1,,,
670,ES1033,50,2,2,5,Nitro Xtend XP 46N,1,5,NA,40,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,9,1,,,
675,ES1033,70,3,4,5,Korn-Kali B,1,5,NA,40,40,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,9,1,,,
678,ES1033,80,4,3,5,Sulfato de amonio 21-0-0-24,1,5,NA,40,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,9,1,,,
832,ES1053,20,1,2,14.5,Fosforo,1,5,NA,40,0,0,0,0,0,26,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,2,1,,,
844,ES1054,15,1,2,5,Siliphos Balance,1,5,NA,40,0,0,0,0,0,12,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,2,8,,,
865,ES1056,10,1,3,7,Fertilizante menores,1,5,NA,40,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,2,3,,,
880,ES1057,40,3,2,20,Korn-Kali B,1,5,NA,40,40,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,2,1,,,
883,ES1057,55,4,2,20,Korn-Kali B,1,5,NA,40,40,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,2,1,,,
934,ES1062,20,2,3,7,Sakon Magnesio,1,5,NA,40,3,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,15,3,,,
949,ES1064,40,2,3,8,DAP 18-46-0,1,5,NA,40,0,18,18,0,0,46,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,15,3,,,
962,ES1065,35,2,3,12,DAP 18-46-0,1,5,NA,40,0,18,18,0,0,46,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,15,5,,,
991,ES1068,40,2,3,30,Korn-Kali B,1,5,NA,40,40,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,6,5,,,
1010,ES1071,10,1,1,8,Fertilizante menores,1,5,NA,40,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,6,1,,,
1271,GV5021,46,4,3,11,Patentkali,1,5,NA,40,30,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,1,1,,,
1308,LG8007,12,1,1,1,Triple 18,1,5,NA,40,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1309,LG8007,12,1,2,1,Urea,1,5,NA,40,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1310,LG8007,12,1,3,1,Sulfato de amonio 21-0-0-24,1,5,NA,40,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1311,LG8007,12,1,4,1,Triple 18,1,5,NA,40,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1312,LG8007,12,1,5,1,Urea,1,5,NA,40,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1313,LG8007,30,2,1,1,Triple 18,1,5,NA,40,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1314,LG8007,30,2,2,1,Urea,1,5,NA,40,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1315,LG8007,30,2,3,1,Sulfato de amonio 21-0-0-24,1,5,NA,40,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1316,LG8007,45,3,1,1,Triple 18,1,5,NA,40,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1317,LG8007,45,3,2,1,Urea,1,5,NA,40,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
1318,LG8007,45,3,3,1,Sulfato de amonio 21-0-0-24,1,5,NA,40,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,10,,,
2036,NR10010,20,1,1,0.25,Triple 18,1,5,NA,40,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,1,,,
2037,NR10010,28,2,1,0.25,Triple 18,1,5,NA,40,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,1,,,
2045,NR10012,20,1,1,0.25,Triple 18,1,5,NA,40,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,14,,,
2046,NR10012,35,2,1,0.25,Sulfato de amonio 21-0-0-24,1,5,NA,40,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,14,,,
2047,NR10012,65,3,1,0.25,Ecofertil Fase 3,1,5,NA,40,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,13,14,,,
2617,RS3048,45,2,3,8,Siliphos Balance,1,5,NA,40,0,0,0,0,0,12,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,2,5,,,
2620,RS3048,60,3,3,8,Siliphos Balance,1,5,NA,40,0,0,0,0,0,12,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,2,5,,,
2622,RS3048,75,4,2,8,Siliphos Balance,1,5,NA,40,0,0,0,0,0,12,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,40,1,2,5,,,
1991,NR10003,50,2,1,24,Triple 15,0.83,5,NA,50,15,15,10.3,4.7,0,15,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,41.5,1,13,7,,,
1992,NR10003,50,2,2,24,Sulfato de amonio 21-0-0-24,0.83,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,41.5,1,13,7,,,
1993,NR10003,50,2,3,24,Nitrabor,0.83,5,NA,50,0,15.4,1.3,14.1,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,41.5,1,13,7,,,
1994,NR10003,50,2,4,24,Nitro Xtend XP 46N,0.83,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,41.5,1,13,7,,,
1995,NR10003,70,3,2,24,Cloruro de Potasio,0.83,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,41.5,1,13,7,,,
1996,NR10003,70,3,3,24,Nitro Xtend XP 46N,0.83,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,41.5,1,13,7,,,
1306,LG8004,60,4,3,32,Sulfato de amonio 21-0-0-24,0.9,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,45,1,14,3,,,
2485,RS3036,10,1,2,1.5,Quimifos 3-3-3,1,5,NA,46,3,3,1,0,2,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,46,1,10,1,,,
7,DS4001,90,6,1,1.5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,5,1,,,
2,DS4001,100,7,1,1.5,Urea,1,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,5,1,,,
10,DS4003,37,2,2,0.75,Triple 18,1,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,5,1,,,
13,DS4003,54,4,2,0.75,Cloruro de Potasio,1,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,5,1,,,
24,DS4005,15,1,2,18,Triple 18,50,1,NA,NA,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,7,5,,,
25,DS4005,15,1,3,18,Sulfato de amonio 21-0-0-24,50,1,NA,NA,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,7,5,,,
26,DS4005,30,2,1,18,Triple 18,50,1,NA,NA,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,50,1,7,5,,,
